Unnamed: 0,name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,state,relative_results,url
2001462,Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 1000 Mar Walt Dr, Fort Walton Beach, FL 32547",0x88913e4435926499:0x501129b785fb0e13,"Casual, health-conscious chain cafe featuring custom smoothies, sandwiches & wraps.",30.454611,-86.633453,['Restaurant' 'Juice shop'],4.1,31,$,"[array(['Wednesday', '8AM–10PM'], dtype=object)
 array(['Thursday', '8AM–10PM'], dtype=object)
 array(['Friday', '8AM–10PM'], dtype=object)
 array(['Saturday', '9AM–10PM'], dtype=object)
 array(['Sunday', '9AM–9PM'], dtype=object)
 array(['Monday', '8AM–10PM'], dtype=object)
 array(['Tuesday', '8AM–10PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids'], dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': array(['College students', 'Groups'], dtype=object), 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': array(['Healthy options', ""Kids' menu"", 'Quick bite',
       'Vegetarian options'], dtype=object), 'Payments': array(['Debit cards', 'NFC mobile payments', 'Credit cards'], dtype=object), 'Planning': None, 'Popular for': array(['Lunch', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Curbside pickup', 'Delivery', 'Takeout'], dtype=object)}",Closed ⋅ Opens 8AM Thu,"['0x88913e500c2d1b31:0xfa1a8b4146314a9a'
 '0x88913fae7f326e2b:0x2070cecd86f9d09f'
 '0x88913fbf73fd3d73:0xdd625be53da8425c'
 '0x88913e67d97b9555:0x6aebca1d2208ceb1']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88913e4435926499:0x501129b785fb0e13?authuser=-1&hl=en&gl=us
2005045,BJ's Restaurant & Brewhouse,"BJ's Restaurant & Brewhouse, 1700 W New Haven Ave, Melbourne, FL 32904",0x88de0e094dc89db1:0x8767eeeef74e01a3,Family-friendly chain outpost pairs familiar pub fare with an extensive list of house brews.,28.079299,-80.649721,['Restaurant' 'Bar' 'Brewery' 'Sports bar'],4.0,1398,$$,"[array(['Wednesday', '11AM–10PM'], dtype=object)
 array(['Thursday', '11AM–10PM'], dtype=object)
 array(['Friday', '11AM–10PM'], dtype=object)
 array(['Saturday', '11AM–11PM'], dtype=object)
 array(['Sunday', '11AM–11PM'], dtype=object)
 array(['Monday', '11AM–10PM'], dtype=object)
 array(['Tuesday', '11AM–10PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible elevator', 'Wheelchair accessible entrance',
       'Wheelchair accessible parking lot',
       'Wheelchair accessible restroom', 'Wheelchair accessible seating'],
      dtype=object), 'Activities': None, 'Amenities': array(['Bar onsite', 'Good for kids', 'High chairs'], dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': array(['College students', 'Groups', 'Tourists'], dtype=object), 'Dining options': array(['Catering', 'Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Health and safety': None, 'Highlights': array(['Fast service', 'Great beer selection', 'Great cocktails',
       'Great dessert', 'Great wine list', 'Sports'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food',
       'Happy hour drinks', 'Happy hour food', 'Hard liquor',
       'Healthy options', ""Kids' menu"", 'Late-night food',
       'Organic dishes', 'Quick bite', 'Small plates', 'Wine'],
      dtype=object), 'Payments': None, 'Planning': array(['Accepts reservations'], dtype=object), 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Curbside pickup', 'Delivery', 'Takeout', 'Dine-in'], dtype=object)}",Closed ⋅ Opens 11AM Thu,"['0x88e5da74b74e462b:0xc1021eada725a732'
 '0x88de0e0ecb60e8e3:0xade70eecf8cfc6f3'
 '0x88de0e0c285d4219:0x9254bf4a4c1ca4ae'
 '0x88de0e0b5eb2718b:0xbb33bede916ce17d'
 '0x88de118c269fcf7b:0xec7c2d019612122a']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88de0e094dc89db1:0x8767eeeef74e01a3?authuser=-1&hl=en&gl
2005552,Logan's Roadhouse,"Logan's Roadhouse, 11674 University Blvd, Orlando, FL 32817",0x88e7688d3c0be0d3:0x6ff5304ab20a1f0c,"Down-to-earth chain offering American standards like burgers & ribs, plus signature cocktails.",28.597082,-81.217133,"['Steak house' 'American restaurant' 'Bar & grill' 'Barbecue restaurant'
 'Restaurant']",3.3,35,$,"[array(['Wednesday', 'Closed'], dtype=object)
 array(['Thursday', 'Closed'], dtype=object)
 array(['Friday', 'Closed'], dtype=object)
 array(['Saturday', 'Closed'], dtype=object)
 array(['Sunday', '11AM–8PM'], dtype=object)
 array(['Monday', 'Closed'], dtype=object)
 array(['Tuesday', 'Closed'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance',
       'Wheelchair accessible parking lot',
       'Wheelchair accessible restroom', 'Wheelchair accessible seating'],
      dtype=object), 'Activities': None, 'Amenities': array(['Bar onsite', 'Good for kids', 'High chairs', 'Restroom'],
      dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': array(['Family-friendly', 'Groups'], dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': array(['Great beer selection', 'Great dessert'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food',
       'Happy hour drinks', 'Happy hour food', 'Hard liquor',
       ""Kids' menu"", 'Late-night food', 'Vegetarian options', 'Wine'],
      dtype=object), 'Payments': array(['Debit cards'], dtype=object), 'Planning': None, 'Popular for': array(['Lunch', 'Dinner'], dtype=object), 'Recycling': None, 'Service options': array(['Takeout', 'Delivery', 'Dine-in'], dtype=object)}",Permanently closed,"['0x88e7636c2397c721:0xff8545be7488fc13'
 '0x88dd81d419bbc985:0xe505098ba457fa55'
 '0x88e76539f1191e47:0xd9d60d97c88c1e88'
 '0x88e767d095409adf:0x8b29dcc9bd751a1b']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e7688d3c0be0d3:0x6ff5304ab20a1f0c?authuser=-1&hl=en&gl=us
2016829,Rum Runners,"Rum Runners, 15801 L C Hilton Jr Dr, Panama City Beach, FL 32413",0x88938d3fffffffff:0xcf233b819364f150,,30.218333,-85.874333,['Piano bar' 'Bar & grill' 'Live music venue'],3.6,16,,"[array(['Wednesday', '11AM–12AM'], dtype=object)
 array(['Thursday', '11AM–1AM'], dtype=object)
 array(['Friday', '11AM–1AM'], dtype=object)
 array(['Saturday', '11AM–1AM'], dtype=object)
 array(['Sunday', '11AM–12AM'], dtype=object)
 array(['Monday', '11AM–12AM'], dtype=object)
 array(['Tuesday', '11AM–12AM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible seating'], dtype=object), 'Activities': None, 'Amenities': array(['Bar onsite'], dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': array(['Groups', 'Locals', 'Tourists'], dtype=object), 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': array(['Fast service', 'Great bar food', 'Great cocktails'], dtype=object), 'Lodging options': None, 'Offerings': array(['Beer', 'Cocktails', 'Food', 'Food at bar', 'Hard liquor', 'Wine'],
      dtype=object), 'Payments': array(['Debit cards'], dtype=object), 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': array(['Outdoor seating', 'Delivery'], dtype=object)}",Permanently closed,"['0x88938c3fd0186069:0x89de31a0c7428e36'
 '0x88938c437dd913d3:0xc451ec9b36d321b8'
 '0x88938c44402420c3:0x6d00f90a3531459'
 '0x88938c5aff9628a5:0x72b9e1e28fb3c694'
 '0x88938c1997fa6ecf:0x875ad2250566e1fd']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88938d3fffffffff:0xcf233b819364f150?authuser=-1&hl=en&gl=us
2017059,Edible Arrangements,"Edible Arrangements, 3651 St Johns Ave, Jacksonville, FL 32205",0x88e5b83bbb1828c7:0x91e8d0f38f49b9ec,Chain selling clever arrangements & gift baskets made up of gourmet fresh & chocolate-dipped fruit.,30.295558,-81.705501,"['Gift shop' 'Caterer' 'Chocolate shop' 'Dessert shop' 'Florist'
 'Gift basket store']",3.0,67,,"[array(['Wednesday', '9AM–5PM'], dtype=object)
 array(['Thursday', '9AM–5PM'], dtype=object)
 array(['Friday', '9AM–5PM'], dtype=object)
 array(['Saturday', '9AM–5PM'], dtype=object)
 array(['Sunday', '10AM–3PM'], dtype=object)
 array(['Monday', '9AM–5PM'], dtype=object)
 array(['Tuesday', '9AM–5PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance',
       'Wheelchair accessible parking lot'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': array(['LGBTQ friendly'], dtype=object), 'Lodging options': None, 'Offerings': None, 'Payments': array(['Debit cards', 'Credit cards'], dtype=object), 'Planning': array(['Quick visit'], dtype=object), 'Popular for': None, 'Recycling': None, 'Service options': array(['Curbside pickup', 'Delivery', 'In-store pickup',
       'In-store shopping', 'Same-day delivery'], dtype=object)}",Closes soon ⋅ 5PM ⋅ Opens 9AM Thu,"['0x88e5b83ac4ba43f7:0x516505f2ede7c09c'
 '0x88e5b861301562c9:0xcf4f7ec1d1843c43'
 '0x88e44a31c23e6653:0xeedc306a15dd7f9f'
 '0x88e5b0916935b847:0x9aa2175318dba18d'
 '0x88e5b86e8cea0e8b:0xa3a6260e89ba81f8']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e5b83bbb1828c7:0x91e8d0f38f49b9ec?authuser=-1&hl=en&gl=us
2033297,Engine Rose,"Engine Rose, 2901 Central Ave, St. Petersburg, FL 33713",0x88c2e249791036a7:0x472e0dfecac5d184,,27.771339,-82.672974,['Hamburger restaurant' 'Restaurant'],4.3,58,,"[array(['Wednesday', '5–11PM'], dtype=object)
 array(['Thursday', '5–11PM'], dtype=object)
 array(['Friday', '5PM–12AM'], dtype=object)
 array(['Saturday', '12PM–12AM'], dtype=object)
 array(['Sunday', '12–10PM'], dtype=object)
 array(['Monday', 'Closed'], dtype=object)
 array(['Tuesday', 'Closed'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': array(['Bar onsite'], dtype=object), 'Atmosphere': array(['Casual', 'Cozy'], dtype=object), 'Crowd': array(['College students', 'Groups', 'Tourists'], dtype=object), 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': array(['Great beer selection'], dtype=object), 'Lodging options': None, 'Offerings': array(['Beer', 'Cocktails', 'Quick bite', 'Wine'], dtype=object), 'Payments': array(['Debit cards'], dtype=object), 'Planning': None, 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Delivery'], dtype=object)}",Permanently closed,"['0x88c2e2699aa1b8d9:0xe4f79302163c475b'
 '0x88c2e19da064e871:0x6dd468cf270672ad'
 '0x88c31d88ffffffff:0x6be516c5897f36ab']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2e249791036a7:0x472e0dfecac5d184?authuser=-1&hl=en&gl=us
2033674,Tropical Smoothie Cafe,"Tropical Smoothie Cafe, 1615 FL-50 #300, Clermont, FL 34711",0x88e78f0c9636011d:0x1c9c163e5f708f17,"Casual, health-conscious chain cafe featuring custom smoothies, sandwiches & wraps.",28.546015,-81.727181,['Restaurant' 'Juice shop'],4.7,68,$,"[array(['Wednesday', '8AM–8PM'], dtype=object)
 array(['Thursday', '8AM–8PM'], dtype=object)
 array(['Friday', '8AM–8PM'], dtype=object)
 array(['Saturday', '8AM–8PM'], dtype=object)
 array(['Sunday', '10AM–8PM'], dtype=object)
 array(['Monday', '8AM–8PM'], dtype=object)
 array(['Tuesday', '8AM–8PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids'], dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': array(['College students', 'Groups', 'Tourists'], dtype=object), 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': array(['Staff required to disinfect surfaces between visits'],
      dtype=object), 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': array(['Healthy options', ""Kids' menu"", 'Quick bite'], dtype=object), 'Payments': array(['Credit cards'], dtype=object), 'Planning': None, 'Popular for': array(['Lunch', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Delivery', 'Takeout', 'Dine-in'], dtype=object)}",Open ⋅ Closes 8PM,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e78f0c9636011d:0x1c9c163e5f708f17?authuser=-1&hl=en&gl=us
2035246,Nature's Table,"Nature's Table, 2600 Lake Lucien Dr #103, Maitland, FL 32751",0x88e770e481352f15:0xec530bd8af2aa41e,"Counter-serve chain that offers health-oriented sandwiches, salads, soups & smoothies.",28.629854,-81.397107,['Health food restaurant'],3.9,8,$,,"{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids'], dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': None, 'Dining options': array(['Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': array(['Coffee', 'Healthy options', 'Quick bite', 'Vegetarian options'],
      dtype=object), 'Payments': array(['NFC mobile payments'], dtype=object), 'Planning': None, 'Popular for': array(['Lunch', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Delivery', 'Takeout'], dtype=object)}",,"['0x88e770751a20029f:0x1959cac3dcf6435e'
 '0x88e7711d71bb0ffd:0x685174f17e6f62a4'
 '0x88e77124a573b7a7:0xd69a7d3164d74e97'
 '0x88e77ab3b46fda0b:0xd34dedeee2074f96']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88e770e481352f15:0xec530bd8af2aa41e?authuser=-1&hl=en&gl=us
2037074,Smoothie King,"Smoothie King, 10801 Starkey Rd #23, Largo, FL 33777",0x88c2fb34b5ec7771:0xe1058ffd70aabd3b,"Health-conscious chain featuring blended drinks in varied flavors, nutritional products & snacks.",27.87078,-82.76041,"['Juice shop' 'Fast food restaurant' 'Health food restaurant'
 'Delivery Restaurant' 'Takeout Restaurant' 'Vitamin & supplements store']",3.5,47,$$,"[array(['Wednesday', '7AM–9PM'], dtype=object)
 array(['Thursday', '7AM–9PM'], dtype=object)
 array(['Friday', '7AM–9PM'], dtype=object)
 array(['Saturday', '8AM–9PM'], dtype=object)
 array(['Sunday', '10AM–8PM'], dtype=object)
 array(['Monday', '7AM–9PM'], dtype=object)
 array(['Tuesday', '7AM–9PM'], dtype=object)]","{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': None, 'Dining options': array(['Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': array(['Fast service'], dtype=object), 'Lodging options': None, 'Offerings': array([""Kids' menu""], dtype=object), 'Payments': array(['NFC mobile payments'], dtype=object), 'Planning': None, 'Popular for': array(['Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Curbside pickup', 'Delivery', 'Takeout', 'Dine-in'], dtype=object)}",Open ⋅ Closes 9PM,"['0x88c2fa73309ad92b:0x4cf6b773b8f5b247'
 '0x88c2e4648de80abb:0xdd41cc91af282235'
 '0x88c2fb8f839c4a1f:0x5466e0ef6d1dbd1'
 '0x88c2e32e65e35473:0x5a3f0155af34563c'
 '0x88c2f084e5c58e95:0x56da62f72b2e4722']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c2fb34b5ec7771:0xe1058ffd70aabd3b?authuser=-1&hl=en&gl=us
2037172,Center Stage,"Center Stage, 7091 Red Oak Loop, New Port Richey, FL 34654",0x88c290c96f8f10f7:0xb56f0a0decc1d896,,28.261876,-82.654295,['Department store' 'Performing arts theater' 'Professional services'],3.1,7,,,"{'Accessibility': array(['Wheelchair accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': None, 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': None}",,"['0x88c2919925faa607:0xc6c0d4fbd0dd8140'
 '0x88c29a9e88a84f95:0xeecc849ea79a47c0'
 '0x88c2915951f8413b:0x934237f986bab2ba'
 '0x88c28d7327665e53:0x7eaa97c19c18d51a']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88c290c96f8f10f7:0xb56f0a0decc1d896?authuser=-1&hl=en&gl=us
2038626,Dairy Queen Grill & Chill,"Dairy Queen Grill & Chill, 5810 N Federal Hwy, Fort Lauderdale, FL 33308, United States",0x88d902720bf568cf:0x26e579836da2a4ef,Soft-serve ice cream & signature shakes top the menu at this classic burger & fries fast-food chain.,26.200652,-80.109049,['Fast food restaurant' 'Ice cream shop'],4.2,788,₩,"[array(['Wednesday', '11:30AM–10PM'], dtype=object)
 array(['Thursday', '11:30AM–10PM'], dtype=object)
 array(['Friday', '11:30AM–10:30PM'], dtype=object)
 array(['Saturday', '11:30AM–10:30PM'], dtype=object)
 array(['Sunday', '11:30AM–10PM'], dtype=object)
 array(['Monday', '11:30AM–10PM'], dtype=object)
 array(['Tuesday', '11:30AM–10PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'High chairs'], dtype=object), 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': array(['Family friendly', 'Groups'], dtype=object), 'Dining options': array(['Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': array(['Fast service'], dtype=object), 'Lodging options': None, 'Offerings': array(['Coffee', ""Kids' menu"", 'Late-night food', 'Quick bite'],
      dtype=object), 'Payments': array(['NFC mobile payments'], dtype=object), 'Planning': None, 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Delivery', 'Drive-through', 'Takeaway'], dtype=object)}",Closed ⋅ Opens 11:30AM,"['0x88d9026d39b960ff:0xce6f2a635d160358'
 '0x88d902706f3d368f:0xf4167450a3a37ccd'
 '0x88d903b90f96b13f:0x5a3723391a59dc7'
 '0x88d90230674ff1ef:0x5c7533ce1c3812af'
 '0x88d90212ce4019b5:0x3be56cf214490fa9']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d902720bf568cf:0x26e579836da2a4ef?authuser=-1&hl=en&gl=kr
2040807,Little Tokyo,"Little Tokyo, 1441, Port Charlotte, FL 33948",0x88dcabc99a1829b5:0x4b23845ec2b797f,,27.008512,-82.147488,['Restaurant'],5.0,2,,,"{'Accessibility': None, 'Activities': None, 'Amenities': array(['Good for kids'], dtype=object), 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': None, 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': array(['Delivery'], dtype=object)}",,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x88dcabc99a1829b5:0x4b23845ec2b797f?authuser=-1&hl=en&gl=us
2042402,Firebirds Wood Fired Grill,"Firebirds Wood Fired Grill, 304 SW 145th Ave, Pembroke Pines, FL 33027, United States",0x88d9a69c136d4365:0x10e4310a648180b9,"Chain restaurant serving steaks, seafood & cocktails in an upscale lodgelike setting.",26.006147,-80.33377,['Steak house' 'American restaurant' 'Seafood restaurant'],4.3,1288,₩₩,"[array(['Wednesday', '11AM–10PM'], dtype=object)
 array(['Thursday', '11AM–10PM'], dtype=object)
 array(['Friday', '11AM–11PM'], dtype=object)
 array(['Saturday', '11AM–11PM'], dtype=object)
 array(['Sunday', '11AM–10PM'], dtype=object)
 array(['Monday', '11AM–10PM'], dtype=object)
 array(['Tuesday', '11AM–10PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible entrance'], dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'],
      dtype=object), 'Atmosphere': array(['Casual', 'Cosy', 'Romantic', 'Upmarket'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists'], dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fireplace'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food',
       'Happy-hour drinks', 'Happy-hour food', 'Healthy options',
       ""Kids' menu"", 'Late-night food', 'Quick bite', 'Small plates',
       'Spirits', 'Wine'], dtype=object), 'Payments': array(['Debit cards', 'Credit cards'], dtype=object), 'Planning': array(['Dinner reservations recommended', 'Accepts reservations'],
      dtype=object), 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'No-contact delivery',
       'Delivery', 'Takeaway', 'Dine-in'], dtype=object)}",Closed ⋅ Opens 11AM,"['0x88d9a670f06c17e7:0x5757f502649fb07b'
 '0x88d9a69e82248601:0x4b8236c5b8b01130'
 '0x88d9a8c4f641d921:0x67e65c704fd8b5bb'
 '0x88d9a1574edca1e3:0xcb0b96c2d9bb35e1'
 '0x88d9a69e7f39a56b:0x7c227e0c4379a1cb']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9a69c136d4365:0x10e4310a648180b9?authuser=-1&hl=en&gl=kr
2042506,Hard Rock Cafe,"Hard Rock Cafe, 401 Biscayne Blvd, Miami, FL 33132, United States",0x88d9b69fdcd6168d:0x8d782c75dfa95ae5,Rock ’n’ roll-themed chain with a high-energy vibe serving burgers & American classics.,25.777511,-80.184461,['American restaurant'],4.3,4313,₩₩,"[array(['Wednesday', '12–8PM'], dtype=object)
 array(['Thursday', '12–8PM'], dtype=object)
 array(['Friday', '12–8PM'], dtype=object)
 array(['Saturday', '12–8PM'], dtype=object)
 array(['Sunday', '12–8PM'], dtype=object)
 array(['Monday', '12–8PM'], dtype=object)
 array(['Tuesday', '12–8PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible lift', 'Wheelchair-accessible seating',
       'Wheelchair-accessible toilet'], dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'],
      dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists', 'University students'],
      dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Great cocktails', 'Great coffee', 'Great dessert',
       'LGBTQ-friendly', 'Live music', 'Sport', 'Transgender safe space'],
      dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food',
       'Happy-hour food', ""Kids' menu"", 'Late-night food', 'Quick bite',
       'Small plates', 'Spirits', 'Wine'], dtype=object), 'Payments': array(['Debit cards', 'NFC mobile payments', 'Credit cards'], dtype=object), 'Planning': array(['Lunch reservations recommended',
       'Dinner reservations recommended', 'Accepts reservations'],
      dtype=object), 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeaway',
       'Dine-in'], dtype=object)}",Closed ⋅ Opens 12PM,"['0x88d9b4206eac1f39:0xd288006d41515f42'
 '0x88d9b69fdcd6168d:0x76d3b6dfdb3d90d'
 '0x88d9b42010ea8cc1:0x564f1011f4820906'
 '0x88d9b4205ed60cf3:0x2b174222901f327c'
 '0x88d9b43d4d7388b5:0x6ea108e737edf200']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d9b69fdcd6168d:0x8d782c75dfa95ae5?authuser=-1&hl=en&gl=kr
2043547,The Corner,"The Corner, 1401 Clare Ave #6909, West Palm Beach, FL 33401",0x88d8d65b24c55555:0xb6c1f9dd47f1b8a,,26.698593,-80.063751,['Pizza restaurant'],4.4,5,,"[array(['Wednesday', '11AM–10PM'], dtype=object)
 array(['Thursday', '11AM–10PM'], dtype=object)
 array(['Friday', '11AM–10PM'], dtype=object)
 array(['Saturday', '11AM–10PM'], dtype=object)
 array(['Sunday', '11AM–10PM'], dtype=object)
 array(['Monday', '11AM–10PM'], dtype=object)
 array(['Tuesday', '11AM–10PM'], dtype=object)]","{'Accessibility': None, 'Activities': None, 'Amenities': array(['Good for kids'], dtype=object), 'Atmosphere': None, 'Crowd': None, 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': None, 'Lodging options': None, 'Offerings': None, 'Payments': None, 'Planning': None, 'Popular for': None, 'Recycling': None, 'Service options': array(['Delivery'], dtype=object)}",Permanently closed,"['0x88d8d65b24c55555:0x848dd46663cc3c9a'
 '0x88d8d765026fa789:0x50f9ab27f9b0a9ee']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88d8d65b24c55555:0xb6c1f9dd47f1b8a?authuser=-1&hl=en&gl=us
